QueryID AssessorID DocID Grade
"deval patrick election" Jaissica https://www.bostonherald.com/2014/01/29/gov-deval-patrick-touts-legacy-in-last-state-of-commonwealth 2
"deval patrick election" Jaissica https://www.bostonherald.com/2016/05/08/plenty-of-unique-curios-at-the-patricks-tag-sale 1
"deval patrick election" Jaissica https://www.bostonherald.com/2014/02/25/carr-dont-fool-yourself-deval 2
"deval patrick election" Jaissica https://www.bostonherald.com/2019/11/24/deval-patrick-at-boston-church-character-of-the-country-on-the-line-in-2020 0
"deval patrick election" Jaissica https://www.bostonherald.com/2009/05/01/dershowitz-choosing-deval-would-be-supreme-mistake 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/06/07/deval-defends-his-middle-east-trip 0
"deval patrick election" Jaissica https://www.bostonherald.com/2014/08/16/governors-transparency-eyed-in-market-basket-feud 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/01/18/cautious-pols-not-quick-to-back-gov-deval-patrick 0
"deval patrick election" Jaissica https://www.bostonherald.com/2013/09/27/charlie-baker-jabs-deval-patrick-over-ebt-scandal 1
"deval patrick election" Jaissica https://www.bostonherald.com/2014/10/20/deval-patrick-soft-pedals-t-issue 0
"deval patrick election" Jaissica https://www.bostonherald.com/2016/02/16/liberal-record-could-destroy-deval-patricks-supreme-court-chances 0
"deval patrick election" Jaissica https://www.bostonherald.com/2010/01/26/gov-patrick-files-2nd-pension-overhaul-plan 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/09/19/deval-patrick-surplus-no-substitute-for-tech-tax 0
"deval patrick election" Jaissica https://www.bostonherald.com/2014/08/07/gov-deval-patrick-office-renovation-wasnt-all-about-luxury 0
"deval patrick election" Jaissica https://www.bostonherald.com/2017/12/14/carr-devals-checkered-allegiances-may-block-road-to-white-house 2
"deval patrick election" Jaissica https://www.bostonherald.com/2017/01/04/deval-patrick-joins-chorus-of-legal-eagles-decrying-ag-nominee 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/12/10/deval-patrick-vows-to-get-facts-on-middlesex-mba-flap 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/04/16/battenfeld-politics-put-on-hold 2
"deval patrick election" Jaissica https://www.bostonherald.com/2019/11/20/endorsement-or-not-deval-patrick-is-barack-obamas-guy 2
"deval patrick election" Jaissica https://en.wikipedia.org/wiki/Diane_Patrick_(lawyer) 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/01/15/tim-murray-plans-to-reinvent-himself-in-bid-for-governor 2
"deval patrick election" Jaissica https://www.bostonherald.com/2020/01/29/pelletier-case-casts-pall-on-patricks-potus-run 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/07/16/battenfeld-deval-patrick-was-flying-high-on-taxpayers-dime 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/06/11/carr-boston-2024-is-deval-patricks-not-so-secret-revenge 2
"deval patrick election" Jaissica https://www.huffpost.com/entry/devaluing-government_b_849029 2
"deval patrick election" Jaissica https://www.rasmussenreports.com/public_content/politics/elections/election_2010/election_2010_state_toplines/massachusetts/toplines_election_2010_massachusettes_governor_august_10_2009 2
"deval patrick election" Jaissica https://www.bostonherald.com/2017/08/02/deval-patrick-isnt-saying-no-only-too-soon-to-plan-run-for-prez 2
"deval patrick election" Jaissica https://www.bostonherald.com/2016/04/24/report-deval-patrick-on-hillary-clintons-short-list-for-vice-president 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/07/13/deval-patricks-judgment-questioned-in-pay-hikes 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/03/08/carr-devals-gang-in-place-for-2024-hackerama 2
"deval patrick election" Jaissica https://www.bostonherald.com/2016/02/15/deval-patrick-emerges-as-a-potential-us-supreme-court-nominee 2
"deval patrick election" Jaissica https://www.bostonherald.com/2018/09/18/reason-to-believe-in-deval-patrick-20 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/01/22/battenfeld-deval-patrick-needs-to-own-up-to-this-disaster 1
"deval patrick election" Jaissica https://www.bostonherald.com/2015/01/06/robichaud-mercifully-pricey-deval-patrick-years-are-almost-behind-us 0
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/keller-large-pros-cons-of-patrick-running-for-national-office 1
"deval patrick election" Jaissica https://www.bostonherald.com/2014/05/19/atkins-deval-patrick-flips-switch-on-unstoppable-hillary-prez-train 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/02/28/some-dems-tell-deval-patrick-to-take-hike-over-19b-plan 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/10/31/deval-patrick-plays-the-joker-by-evading-questions-on-interview 0
"deval patrick election" Jaissica https://www.bostonherald.com/2014/12/25/outgoing-gov-deval-patrick-appoints-360-people-since-july 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/01/09/deval-patrick-seeks-outside-probe-of-child-welfare-agency 1
"deval patrick election" Jaissica https://www.bostonherald.com/2007/12/26/deval-set-to-back-barack-once-more 0
"deval patrick election" Jaissica https://www.bostonherald.com/2013/08/29/deval-patrick-boston-ready-for-minority-mayor 0
"deval patrick election" Jaissica https://www.bostonherald.com/2009/10/23/obama-urges-supporters-to-tep-up-for-deval 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/01/07/graham-devals-legacy-public-left-poorer 1
"deval patrick election" Jaissica https://www.bostonherald.com/2012/12/06/deval-patrick-lights-up-kids-evening 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/06/25/deval-patricks-national-hopes-may-go-bust-if-gaming-law-folds 0
"deval patrick election" Jaissica https://www.bostonherald.com/2014/06/12/deval-patrick-inks-pact-with-japanese-trade-organization 2
"deval patrick election" Jaissica https://www.lowellsun.com/2006/10/14/patrick-fires-back-over-story-on-rape 0
"deval patrick election" Jaissica https://www.bostonherald.com/2014/05/19/deval-patrick-stuns-with-push-for-dem-primary 2
"deval patrick election" Jaissica https://www.bostonherald.com/2019/11/14/howie-carr-deval-patricks-problem-with-promises 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/06/14/patrick-pick-would-become-sjcs-first-black-female-jurist 1
"deval patrick election" Jaissica https://americarisingpac.org/ma-voters-want-deval-patrick-over-elizabeth-warren-for-2020-dem-nomination 0
"deval patrick election" Jaissica https://www.bostonherald.com/2020/01/21/deval-patrick-rolls-out-foreign-policy-agenda-as-he-struggles-with-voters 2
"deval patrick election" Jaissica https://www.bostonherald.com/2016/02/18/battenfeld-no-ones-showing-love-for-deval-patrick 0
"deval patrick election" Jaissica https://www.bostonherald.com/2013/06/09/deval-patrick-dishes-about-prez-dinner 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/05/20/robichaud-deval-as-holders-fill-in-that-just-wouldnt-be-just 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/07/04/deval-patrick-tries-to-duck-gov-council-meetings-murray-left-behind 2
"deval patrick election" Jaissica http://kcur.org/post/seg-1-discrimination-and-american-dream-seg-2-deval-patrick-democrats-next-big-hope 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/09/17/poll-gov-deval-patrick-holds-edge-over-charles-baker 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/09/11/gov-deval-patrick-jumps-on-tech-tax-repeal-wagon 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/07/16/irked-deval-patrick-lashes-out-at-charlie-baker-rip 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/05/11/deval-uation-continues 2
"deval patrick election" Jaissica https://www.cbsnews.com/news/new-hampshire-south-carolina-democrats-express-skepticism-about-deval-patricks-chances 0
"deval patrick election" Jaissica https://www.bostonherald.com/2013/07/10/gov-deval-patrick-in-no-hurry-on-budget-decision 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/06/21/deval-patricks-transgender-plan-would-cost-26m-yearly 2
"deval patrick election" Jaissica https://www.boston.com/news/local-news/2014/12/18/barack-obama-formerly-of-somerville-wishes-gov-deval-patrick-well-on-live-radio 2
"deval patrick election" Jaissica https://www.bostonherald.com/2017/12/14/deval-patricks-brother-in-law-could-spell-trouble-for-any-20-bid 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/03/12/new-setback-for-deval-patrick-early-ed-boss-quits 1
"deval patrick election" Jaissica https://www.bostonherald.com/2018/03/08/graham-deval-patrick-for-prez-now-thats-a-doozy 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/07/24/deval-patricks-time-warp-immigration-court-backlog-may-lengthen-illegals-stay 2
"deval patrick election" Jaissica https://www.bostonherald.com/2009/05/02/will-deval-patrick-chase-the-robe 2
"deval patrick election" Jaissica http://www.cnn.com/2018/12/05/politics/deval-patrick-202-run/index.html 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/01/06/robichaud-patricks-legacy-will-be-liability-in-white-house-bid 0
"deval patrick election" Jaissica https://www.bostonherald.com/2016/04/24/shattuck-deval-patrick-never-lives-up-to-his-words 2
"deval patrick election" Jaissica https://www.bostonherald.com/2011/09/06/gov-deval-patrick-officiates-at-daughters-wedding 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/08/09/pollster-baker-clearly-closing-the-gap-on-patrick 2
"deval patrick election" Jaissica https://www.bostonherald.com/2008/08/26/rising-star-deval-patrick-is-making-a-stir-at-the-dnc 2
"deval patrick election" Jaissica https://www.bostonherald.com/2012/06/27/deval-patricks-book-not-required-reading-for-bay-state-pols 2
"deval patrick election" Jaissica https://www.politico.com/story/2010/10/obama-gives-patrick-a-boost-in-mass-043703 1
"deval patrick election" Jaissica https://www.bostonherald.com/2014/11/28/carr-mail-it-in-deval-bails-on-ferguson 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/03/18/deval-patrick-casts-wide-net-in-first-online-chat 2
"deval patrick election" Jaissica https://www.bostonherald.com/2009/03/10/deval-patrick-takes-troopers-on-vacation 2
"deval patrick election" Jaissica https://www.boston.com/news/local-news/2017/08/29/democrats-lock-on-mass-politics-means-partys-young-stars-are-locked-out 2
"deval patrick election" Jaissica https://www.bostonherald.com/2018/03/07/deval-patrick-may-now-have-2020-vision 1
"deval patrick election" Jaissica https://www.bostonherald.com/2014/09/25/deval-patrick-insists-he-has-no-interest-in-being-ag 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/12/28/carr-were-still-waiting-deval-patrick 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/wbz-newswatch-with-joe-mathieu-warren-patrick-frank-dnc 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/07/23/carr-deval-patrick-a-hit-with-community-organizers-freeloaders 1
"deval patrick election" Jaissica https://www.bostonherald.com/2014/06/13/deval-patrick-nominates-first-black-woman-to-serve-on-sjc 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/behind-the-mic-with-joe-mathieu-gov-patrick-says-maybe 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/01/27/patrick-to-speak-on-dcf-crisis 2
"deval patrick election" Jaissica https://en.wikipedia.org/wiki/2006_Massachusetts_gubernatorial_election 0
"deval patrick election" Jaissica https://en.wikipedia.org/wiki/John_J._Sullivan_(Massachusetts_politician) 2
"deval patrick election" Jaissica https://en.wikipedia.org/wiki/Massachusetts_gubernatorial_election,_2006 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/02/24/carr-deval-take-all-of-your-failures-and-hit-the-road 2
"deval patrick election" Jaissica https://www.bostonherald.com/2008/11/06/experts-follow-deval-patricks-lead 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/08/26/robichaud-anti-deval-can-fix-states-many-woes 2
"deval patrick election" Jaissica https://www.bostonherald.com/2011/03/11/while-deval-patrick-was-away-2 2
"deval patrick election" Jaissica https://www.bostonherald.com/2009/11/20/dianne-patrick-endorses-capuano-in-senate-race 1
"deval patrick election" Jaissica https://www.bostonherald.com/2015/12/02/carr-deval-patricks-advice-as-good-as-his-record-a-joke 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/10/16/gov-deval-patrick-says-o-yes-to-president-obama-rally 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/03/20/deval-patrick-decides-to-go-fee-free-for-boston-2024 0
"deval patrick election" Jaissica https://www.bostonherald.com/2013/11/08/gov-patrick-planning-9m-renovation-of-state-house-executive-suite 2
"deval patrick election" Jaissica https://www.bostonherald.com/2008/10/22/gov-deval-patrick-has-tie-to-embattled-acorn 2
"deval patrick election" Jaissica https://www.politico.com/story/2010/04/obama-mission-saving-gov-patrick-035365 2
"deval patrick election" Jaissica https://www.bostonherald.com/2009/10/23/text-remarks-by-president-obama-at-gov-patrick-fundraiser 2
"deval patrick election" Jaissica https://www.bostonherald.com/2009/11/21/governors-wife-backing-michael-capuano 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/01/29/gov-deval-patrick-to-name-interim-senator-tomorrow 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/10/08/gov-deval-patrick-george-regan-spar-over-evan-dobelle 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/11/20/deval-patricks-designer-digs-9m-makeover-on-tap 2
"deval patrick election" Jaissica https://www.bostonherald.com/2016/02/17/highlighted-letter-dont-pick-deval-patrick 2
"deval patrick election" Jaissica https://www.bostonherald.com/2012/12/18/deval-patrick-2016-run-equals-gop-win 0
"deval patrick election" Jaissica https://www.bostonherald.com/2014/07/17/gov-deval-patrick-urged-to-reject-obamas-request-to-help-shelter-immigrant-children 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/12/07/dukakis-deval-patrick-could-be-a-terrific-supreme-court-justice 2
"deval patrick election" Jaissica https://www.bostonherald.com/2019/11/19/chabot-deval-patrick-faces-blowback-for-bain-work 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/05/12/governor-rips-charles-baker-on-plan-vs-illegals 1
"deval patrick election" Jaissica https://www.bostonherald.com/2019/12/15/major-dem-donor-says-dont-give-up-on-deval 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/08/21/double-trouble-could-doom-deval-patricks-political-future 0
"deval patrick election" Jaissica https://www.bostonherald.com/2013/03/13/howie-carr-dunce-deval-patrick-fails-again-with-early-ed-chief 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/06/11/politicians-call-for-probe-into-deval-patrick-junket-funds 1
"deval patrick election" Jaissica https://www.bostonherald.com/2015/09/23/report-barack-obama-will-back-joe-biden-if-deval-patrick-on-ticket 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/09/25/deval-patrick-rape-is-rape 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/10/07/expert-gov-patricks-declaration-health-connector-a-success-flawed 2
"deval patrick election" Jaissica https://www.politico.com/story/2014/03/barack-obama-deval-patrick-2016-elections-104831 2
"deval patrick election" Jaissica https://www.politico.com/states/massachusetts/story/2016/07/patrick-urges-progress-beyond-seeds-of-division-104314 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/patrick-to-make-good-on-stanley-cup-wager 2
"deval patrick election" Jaissica https://www.bostonherald.com/2011/03/26/deval-patrick-on-the-road-again 2
"deval patrick election" Jaissica https://www.bostonherald.com/2009/09/22/baker-patrick-administration-running-charter-school-masquerade 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/gov-deval-patrick-on-seeking-re-election 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/01/10/carr-deval-patrick-should-do-chris-christie-dance 2
"deval patrick election" Jaissica https://www.wbur.org/bostonomix/2019/11/15/patrick-2020-campaign-bain-romney 0
"deval patrick election" Jaissica https://www.politico.com/story/2018/08/29/deval-patrick-pac-2020-elections-801795 0
"deval patrick election" Jaissica https://www.bostonherald.com/2011/04/24/william-lantigua-ties-add-to-gov-deval-patricks-latest-woes 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/04/20/poll-tim-cahill-in-2nd-place-in-governor-race 2
"deval patrick election" Jaissica https://www.bostonherald.com/2012/09/30/lab-freed-villains-eyed-as-devals-downfall 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/05/15/deval-patricks-travel-tab-world-class 0
"deval patrick election" Jaissica https://www.bostonherald.com/2009/03/26/deval-patrick-tanks-in-new-poll 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/05/14/charlie-baker-gets-cold-shoulder-while-patrick-got-generous-storm-aid-often 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/03/06/governor-gives-moonlighting-early-ed-chief-tepid-support 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/11/03/deval-patrick-to-voters-thank-you 1
"deval patrick election" Jaissica https://www.bostonherald.com/2018/05/03/ex-gov-patrick-endorses-capuano-for-us-rep 2
"deval patrick election" Jaissica https://www.politico.com/news/2020/01/09/deval-patrick-ad-buy-096873 2
"deval patrick election" Jaissica https://www.bostonherald.com/2012/05/15/president-obama-backing-boosts-deval-patrick 2
"deval patrick election" Jaissica http://web.archive.org/web/20191112034953/https://abcnews.go.com/Politics/massachusetts-gov-deval-patrick-weighs-potential-late-2020/story?id=66925041 0
"deval patrick election" Jaissica https://www.bostonherald.com/2019/12/12/nothing-doing-for-deval-patrick-in-n-h-poll 2
"deval patrick election" Jaissica https://www.cnn.com/2018/12/06/politics/deval-patrick-not-running-2020/index.html 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/latest/politics/256 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/keller-large-deval-patrick-just-beginning-to-get-interesting 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/06/07/chicago-honors-gov-patrick-today-by-renaming-block 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/latest/politics/273 1
"deval patrick election" Jaissica https://www.bostonherald.com/2013/01/19/devals-tax-plan-bets-on-casinos-massport 2
"deval patrick election" Jaissica https://www.bostonherald.com/2016/02/16/carr-deval-patrick-falls-way-short-of-the-bar 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/01/13/frank-ly-deval-patricks-signature-counts-most 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/12/16/deval-patrick-says-he-considered-run-for-third-term 2
"deval patrick election" Jaissica http://www.bostonherald.com/news_opinion/local_politics/2014/12/deval_patrick_says_he_considered_run_for_third_term 0
"deval patrick election" Jaissica https://www.bostonherald.com/2019/12/03/howie-carr-charlie-baker-goes-full-deval-patrick-with-latest-ebt-scandal 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/11/23/governors-daughter-to-wed-former-italian-soldier 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/03/20/carr-2024-slap-down-must-sting-deval-patrick 2
"deval patrick election" Jaissica https://www.bostonherald.com/2013/05/18/governor-dismisses-talk-hes-dc-bound 2
"deval patrick election" Jaissica https://www.politico.com/news/2019/11/16/deval-patrick-debuts-with-a-whisper-071274 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/06/08/bash-for-governors-raises-eyebrows 1
"deval patrick election" Jaissica https://www.politico.com/news/2019/11/25/patrick-hires-operative-south-carolina-073780 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/12/10/critics-gov-deval-patrick-plays-patronage-game-better-than-anyone 2
"deval patrick election" Jaissica https://www.bostonherald.com/2010/10/17/deval-patrick-might-still-get-boot-from-prez-visit 2
"deval patrick election" Jaissica https://www.bostonherald.com/2014/09/29/editorial-patrick-in-full-pique 2
"deval patrick election" Jaissica https://www.bostonherald.com/2019/12/26/deval-patrick-fails-to-make-michigan-primary-ballot 2
"deval patrick election" Jaissica https://www.politico.com/news/2019/11/12/bloomberg-patrick-blindside-dem-primary-field-070396 2
"deval patrick election" Jaissica https://www.politico.com/story/2011/02/patrick-considered-resigning-in-2007-049182 2
"deval patrick election" Jaissica https://www.politico.com/news/2019/11/17/deval-patrick-super-pac-money-2020-071321 2
"deval patrick election" Jaissica https://www.cbsnews.com/boston/news/gov-deval-patrick-democratic-presidential-race-2020-jon-keller-charlie-baker 2
"deval patrick election" Jaissica https://www.bostonherald.com/2011/06/07/deval-patrick-slammed-for-shift-on-illegals 2
"deval patrick election" Jaissica http://www.masslive.com/politics/index.ssf/2014/08/gov_deval_patrick_i_am_proud_o.html 0
"deval patrick election" Jaissica https://www.politico.com/news/2019/11/12/deval-patrick-elizabeth-warren-2020-070374 2
"deval patrick election" Jaissica https://www.bostonherald.com/2015/03/08/boston-olympic-bid-may-pit-patrick-vs-baker 2
"deval patrick election" Jaissica https://dailycaller.com/2015/04/14/former-dem-massachusetts-governor-joins-firm-mitt-romney-founded 0
